policy,seed,type,instance,nnodes,nlps,stime,gap,status,walltime,proctime
internal:relpscost,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,17,103,2.7,0.0,optimal,3.044192077126354,3.042702274999982
internal:relpscost,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,13,95,3.03,0.0,optimal,3.4069914892315865,3.4058845440000027
internal:relpscost,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,13,106,2.72,0.0,optimal,3.1366091412492096,3.1356010670000103
gcnn:il,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,69,194,2.13,0.0,optimal,2.4708755700848997,2.4688690440000016
gcnn:il,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,71,187,2.19,0.0,optimal,2.507643591146916,2.507146976999991
gcnn:il,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,57,174,1.9,0.0,optimal,2.1975840940140188,2.197053120999982
gcnn:il,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,69,143,2.05,0.0,optimal,2.479354450944811,2.478975028999997
gcnn:il,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,67,202,2.05,0.0,optimal,2.359401793219149,2.3589452180000023
gcnn:mdp,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,159,272,2.45,0.0,optimal,2.875016739126295,2.874598657999968
gcnn:mdp,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,161,283,2.55,0.0,optimal,2.9490788439288735,2.947772702000009
gcnn:mdp,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,183,284,2.3,0.0,optimal,2.790386595763266,2.7900604700000144
gcnn:mdp,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,219,378,2.83,0.0,optimal,3.5046157059259713,3.503140105
gcnn:mdp,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,267,369,2.68,0.0,optimal,3.2130642528645694,3.21146741299998
gcnn:tmdp+DFS,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,199,312,2.54,0.0,optimal,3.038804887793958,3.0385207620000187
gcnn:tmdp+DFS,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,207,364,2.79,0.0,optimal,3.299378091003746,3.299715053
gcnn:tmdp+DFS,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,197,268,2.26,0.0,optimal,2.7735777688212693,2.7723556200000417
gcnn:tmdp+DFS,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,293,390,2.93,0.0,optimal,3.5609375229105353,3.559309459000019
gcnn:tmdp+DFS,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,315,442,2.77,0.0,optimal,3.405661470722407,3.4057718700000237
gcnn:tmdp+ObjLim,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,163,279,2.37,0.0,optimal,2.809060202911496,2.807789856999989
gcnn:tmdp+ObjLim,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,183,286,2.59,0.0,optimal,3.037338387221098,3.0359547319999933
gcnn:tmdp+ObjLim,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,209,328,2.46,0.0,optimal,2.922601975966245,2.9225380499999574
gcnn:tmdp+ObjLim,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,207,326,2.76,0.0,optimal,3.340052315965295,3.3384581959999764
gcnn:tmdp+ObjLim,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,261,378,2.52,0.0,optimal,3.1539896335452795,3.15225841299997
gcnn:iql_retro_off,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,83,186,2.21,0.0,optimal,2.5294176479801536,2.528450969000005
gcnn:iql_retro_off,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,128,233,2.32,0.0,optimal,2.6913280221633613,2.690236149000043
gcnn:iql_retro_off,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,75,218,2.01,0.0,optimal,2.3585117901675403,2.3576744700000063
gcnn:iql_retro_off,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,87,203,2.24,0.0,optimal,2.6664369492791593,2.666009047999978
gcnn:iql_retro_off,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,71,232,2.08,0.0,optimal,2.433890921063721,2.4335611800000265
gcnn:iql_tmdp+DFS_off,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,914,1060,4.6,0.0,optimal,5.909600853919983,5.910279657999979
gcnn:iql_tmdp+DFS_off,1,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,461,583,3.37,0.0,optimal,4.184853158891201,4.184960701000023
gcnn:iql_tmdp+DFS_off,2,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,703,865,3.92,0.0,optimal,5.040066285990179,5.036504588000014
gcnn:iql_tmdp+DFS_off,3,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,595,774,4.12,0.0,optimal,5.059619095176458,5.056266401000016
gcnn:iql_tmdp+DFS_off,4,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,477,653,3.25,0.0,optimal,4.141080806963146,4.138502856999992
gcnn:iql_tmdp+ObjLim_off,0,test,data/instances/setcover/test_400r_750c_0.05d/instance_3.lp,225,343,2.72,0.0,optimal,3.2989571429789066,3.2972978189999935
